,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
3827,Coalition Cafe,New Delhi,77.2044316,28.6945529,Cafe,800,0,0,0,2,3.4,34
3828,Keventers,New Delhi,77.2041375,28.695646,Beverages,400,0,0,0,1,3.0,5
3829,Mid Night Khana,New Delhi,77.0955538,28.73409022,"North Indian, Fast Food",400,0,1,0,1,3.3,30
3830,Ministry of Cafe,New Delhi,77.2041824,28.6965012,"North Indian, Chinese, Continental, Italian",1000,1,1,0,3,3.3,79
3831,Officer's Kitchen,New Delhi,77.2212289,28.7007738,"North Indian, Chinese",300,0,0,0,1,3.3,27
3832,Oh Boy Lounge,New Delhi,0.0,0.0,"North Indian, Chinese, Continental",1000,0,0,0,3,3.1,5
3833,Sahni's Fish Corner,New Delhi,77.2028349,28.7073875,North Indian,450,0,0,0,1,3.0,6
3834,Sardar A Pure Meat Shop,New Delhi,77.2088685,28.7011015,"Raw Meats, Fast Food, North Indian",150,0,0,0,1,2.9,5
3835,Singh Mutton & Chicken Shop,New Delhi,77.2051662,28.700431,"Raw Meats, Fast Food",300,0,0,0,1,3.0,4
3836,The Mashup,New Delhi,77.2041824,28.69471,Fast Food,1100,0,0,0,3,3.2,12
3837,Vaishnu Bhojanalaya,New Delhi,77.2042028,28.698905,North Indian,150,0,0,0,1,3.1,13
3838,Central Perk,New Delhi,77.2042723,28.6957933,"Cafe, Chinese, Italian",500,0,1,0,2,3.8,82
3839,Diet Dabba,New Delhi,77.2049891,28.6944315,"Healthy Food, Juices, Salad",250,0,1,0,1,3.7,37
3840,Mama's Buoi,New Delhi,77.2054401,28.6929495,"North Indian, Continental, Italian",1000,1,0,0,3,3.9,373
3841,New Vikrant Restaurant,New Delhi,77.2053503,28.6987623,"North Indian, Mughlai, Chinese",550,0,0,0,2,3.5,90
3842,The Vintage Avenue,New Delhi,77.2038231,28.6951234,"North Indian, Chinese, Continental, Italian",800,1,1,0,2,3.9,1439
3843,Apna Punjabi Zayka,New Delhi,77.2029119,28.7073367,North Indian,500,0,0,0,2,0.0,1
3844,Best Biryani Centre,New Delhi,77.2077365,28.6984564,Biryani,350,0,0,0,1,0.0,0
3845,Delhi Chaat Bhandar,New Delhi,77.2044321,28.7099284,"Fast Food, Chinese",150,0,0,0,1,0.0,1
3846,Encounter,New Delhi,77.2044519,28.6975121,"North Indian, Finger Food",800,1,0,0,2,0.0,1
3847,Flavour's,New Delhi,77.2084849,28.700706,Fast Food,200,0,0,0,1,0.0,1
3848,Food Adda,New Delhi,0.0,0.0,"North Indian, Italian, Chinese",200,0,0,0,1,0.0,1
3849,Friends Fast Food,New Delhi,77.2049879,28.6945895,"Chinese, Fast Food",300,0,0,0,1,0.0,2
3850,Hot & Pot,New Delhi,77.2048113,28.6991585,"Chinese, Fast Food",250,0,0,0,1,0.0,1
3851,Lucky Corner Shop,New Delhi,77.2048186,28.6961012,Fast Food,200,0,0,0,1,0.0,0
3852,Mahesh Shudh Vaishno Bhojanalya,New Delhi,77.2050808,28.6979305,North Indian,100,0,0,0,1,0.0,0
3853,Piper's & Grill - The Night Chef,New Delhi,77.208794,28.694348,"North Indian, Chinese, Continental",500,0,0,0,2,0.0,0
3854,RAM-G Samose Wale,New Delhi,77.2045178,28.6961124,Street Food,100,0,0,0,1,0.0,0
3855,Shubham Vaishno Bhojanalya,New Delhi,77.2046316,28.7077386,North Indian,100,0,0,0,1,0.0,1
3856,Shudh Vaishno Bhojanalaya,New Delhi,77.2059791,28.6981059,North Indian,200,0,0,0,1,0.0,1
3857,Shudh Vaishno Dhaba,New Delhi,77.2048113,28.6990689,North Indian,200,0,0,0,1,0.0,0
3858,Singh Chicken,New Delhi,77.2027704,28.7075633,"North Indian, Mughlai",500,0,0,0,2,0.0,0
3859,Spezia Deliveries,New Delhi,0.0,0.0,"North Indian, Continental, Chinese",900,0,0,0,2,0.0,2
3860,TAG,New Delhi,0.0,0.0,"Cafe, Continental, Chinese",500,0,0,0,2,0.0,0
3861,UFO,New Delhi,77.204411,28.6966432,"Fast Food, Street Food, Beverages",500,0,1,0,2,0.0,2
3862,Urban Patty House,New Delhi,77.2050359,28.6944781,Fast Food,200,0,0,0,1,0.0,0
3863,Big Yellow Door,New Delhi,77.2040926,28.6950596,"Cafe, Fast Food, Italian",600,0,0,0,2,4.3,214
3864,Amritsar Juction,New Delhi,77.1883704,28.7000027,"North Indian, Chinese",450,0,0,0,1,3.1,13
3865,Bawarchi,New Delhi,77.193222,28.6978702,"North Indian, Chinese",450,0,0,0,1,3.3,32
3866,Bawarchi,New Delhi,77.192054,28.6989226,"North Indian, Mughlai",600,0,0,0,2,3.3,35
3867,Bhogalji Bikaner Sweets,New Delhi,77.1886399,28.7002971,Mithai,100,0,0,0,1,2.9,6
3868,Bikanervala,New Delhi,77.1889993,28.6947792,"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",550,0,0,0,2,3.2,63
3869,Changezi Chicken,New Delhi,77.1898079,28.7014836,"North Indian, Mughlai",650,0,1,0,2,3.1,42
3870,Giani's,New Delhi,77.1889483,28.7004928,"Ice Cream, Desserts",400,0,0,0,1,3.4,30
3871,Gola Northend,New Delhi,77.1895384,28.7014578,"Mughlai, North Indian, Chinese",1300,1,0,0,3,3.1,155
3872,Kay's Chik-In,New Delhi,77.1897181,28.701475,North Indian,650,0,0,0,2,2.6,7
3873,Mr. Lobo,New Delhi,77.1917845,28.6991655,"Chinese, Fast Food",400,0,0,0,1,3.0,4
3874,Nut Khut Rasoi,New Delhi,77.1895597,28.7013265,Chinese,300,0,0,0,1,3.4,30
3875,Purani Delhi 6,New Delhi,77.1905019,28.6924395,"North Indian, Mughlai",400,0,0,0,1,3.0,4
3876,Raahgiri,New Delhi,77.192099,28.6989717,"North Indian, Chinese",400,0,0,0,1,3.2,10
3877,Singh Dhaba,New Delhi,77.1863488,28.6975254,North Indian,600,0,0,0,2,3.0,4
3878,Sugar Boutique,New Delhi,77.1898978,28.6943279,Bakery,300,0,0,0,1,3.1,11
3879,Zaika Amritsari,New Delhi,77.1898978,28.7017609,North Indian,400,0,0,0,1,3.0,11
3880,Ashok Meat Wala,New Delhi,77.1898079,28.7014836,Mughlai,500,0,0,0,2,3.5,106
3881,Baker's Stop,New Delhi,77.1887297,28.7003953,"Bakery, Desserts, Fast Food",350,0,0,0,1,3.8,170
3882,Nut Khat Caterers,New Delhi,77.1878236,28.699677,"Fast Food, Street Food",300,0,0,0,1,3.6,71
3883,Penta Cafe,New Delhi,77.1919642,28.6991827,"Fast Food, Italian",500,0,0,0,2,3.6,24
3884,Penta Cafeteria,New Delhi,77.1917362,28.6993443,Fast Food,500,0,0,0,2,3.6,95
3885,Railway Yard,New Delhi,0.0,0.0,"North Indian, Chinese, Continental",300,0,0,0,1,3.8,35
3886,Roti Aur Boti,New Delhi,77.1899423,28.7016159,Fast Food,100,0,0,0,1,3.5,18
3887,Sahni Fish Corner,New Delhi,77.1894036,28.7015792,Mughlai,300,0,0,0,1,3.5,32
3888,Aap Ki Khatir,New Delhi,77.1918129,28.6988557,North Indian,400,0,0,0,1,0.0,0
3889,Aggarwal Sweets,New Delhi,77.1836813,28.7006314,"Street Food, Chinese",200,0,0,0,1,0.0,1
3890,Amul Ice-Cream Parlour,New Delhi,77.1919823,28.6982502,Ice Cream,200,0,0,0,1,0.0,0
3891,Chaat King,New Delhi,77.1917396,28.6991164,"Street Food, Fast Food",300,0,0,0,1,0.0,3
3892,Cherry Berry,New Delhi,77.1899876,28.6943365,"Bakery, Desserts",200,0,0,0,1,0.0,0
3893,Flavours Kitchen,New Delhi,77.1898079,28.7014836,"North Indian, Chinese",500,0,0,0,2,0.0,2
3894,Hook Up,New Delhi,77.1916947,28.6991568,"North Indian, Continental",500,0,0,0,2,0.0,1
3895,Jnm Mama Mafia,New Delhi,77.1894379,28.7015191,Fast Food,200,0,0,0,1,0.0,1
3896,Kitchen199,New Delhi,77.1839678,28.7006555,"North Indian, Chinese",600,0,0,0,2,0.0,1
3897,Noddy's,New Delhi,77.1920054,28.6982616,"Beverages, Desserts",100,0,0,0,1,0.0,0
3898,Om Ji Bhature Wale,New Delhi,77.1894954,28.7017374,Street Food,100,0,0,0,1,0.0,0
3899,Peshawari Mehel,New Delhi,77.1921439,28.6990208,North Indian,400,0,0,0,1,0.0,0
3900,Republic of Chicken,New Delhi,77.1940755,28.6971907,"Raw Meats, Fast Food",400,0,0,0,1,0.0,1
3901,Shri Radhe,New Delhi,77.1840036,28.7007076,North Indian,250,0,0,0,1,0.0,3
3902,Spices Affair,New Delhi,77.1920352,28.698891,"North Indian, Mughlai",600,0,0,0,2,0.0,0
3903,34 Parkstreet Lane,New Delhi,77.2096084,28.5602677,Fast Food,250,0,0,0,1,3.2,27
3904,Al Forno by Aishwarya,New Delhi,0.0,0.0,"Bakery, Desserts",800,0,0,0,2,3.4,17
3905,Bakingo,New Delhi,77.2046327,28.5508626,Bakery,300,0,1,0,1,2.7,11
3906,Bandstand,New Delhi,77.2033238,28.5523954,"European, Continental",1700,1,0,0,3,3.3,339
3907,Big Fat Sandwich,New Delhi,77.2039324,28.5503273,American,800,0,0,0,2,2.9,21
3908,Blue Tokai Coffee Roasters,New Delhi,77.207813,28.552966,Cafe,350,0,0,0,1,3.3,10
3909,Cafe Coffee Day - The Lounge,New Delhi,77.2076874,28.5510835,Cafe,750,0,0,0,2,2.6,76
3910,Cakes & Bakes,New Delhi,77.2068141,28.557586,"Bakery, Fast Food",250,0,0,0,1,2.9,6
3911,Captain Grub,New Delhi,77.19397,28.55402,"American, Fast Food",1000,0,1,0,3,3.3,61
3912,Chaat Corner,New Delhi,77.2037786,28.5518155,Street Food,100,0,0,0,1,3.2,12
3913,Cosy Restaurant,New Delhi,77.2043582,28.5513556,"North Indian, Mughlai, Chinese",1100,1,1,0,3,3.4,195
3914,Food Refill,New Delhi,77.214976,28.5626079,Chinese,300,0,1,0,1,3.1,23
3915,Ganesh Anna South Indian Food Corner,New Delhi,77.2094004,28.5605341,South Indian,150,0,0,0,1,3.0,8
3916,Giani,New Delhi,77.2045662,28.551367,"Ice Cream, Desserts",400,0,1,0,1,3.3,65
3917,Gravies,New Delhi,77.2067363,28.5568936,"North Indian, Biryani, Mughlai",700,0,1,0,2,3.3,157
3918,Green Chick Chop,New Delhi,77.2027931,28.542347,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.1,12
3919,Grub Pub,New Delhi,77.2084143,28.5516775,Chinese,1000,1,1,0,3,3.4,180
3920,Handi Masala Restaurant,New Delhi,77.2043752,28.5416535,"North Indian, Chinese, Mughlai",500,0,1,0,2,2.6,16
3921,Himalaya Dhaba,New Delhi,77.2115953,28.5614631,North Indian,400,0,0,0,1,2.6,21
3922,Hot & Hot,New Delhi,77.2036513,28.552691,"Chinese, Fast Food",350,0,0,0,1,2.9,10
3923,Hot Box,New Delhi,77.2106376,28.5622242,"North Indian, Continental, Fast Food",500,0,1,0,2,2.6,114
3924,Indrani's Kitchen,New Delhi,77.2070845,28.5515237,Bengali,800,0,0,0,2,3.3,13
3925,Kallu Hot Zaika,New Delhi,77.2054205,28.5505307,Mughlai,800,0,1,0,2,2.9,8
3926,Kathi Roll Corner 44,New Delhi,77.2093121,28.5554938,Fast Food,250,0,1,0,1,3.1,4
3927,Mama Dhaba,New Delhi,77.2091679,28.560378,North Indian,150,0,0,0,1,2.8,8
3928,Miam,New Delhi,77.2039324,28.5503273,"Bakery, Desserts",800,0,0,0,2,3.2,8
3929,Momos House,New Delhi,77.2100361,28.5609831,Chinese,350,0,1,0,1,3.3,32
3930,Nirula's Ice Cream,New Delhi,77.2046029,28.5505745,"Ice Cream, Desserts",300,0,1,0,1,2.9,9
3931,Overdose,New Delhi,77.2141709,28.5618666,"North Indian, Mughlai, Chinese",600,0,1,0,2,2.7,10
3932,Punjabi Chaap Corner,New Delhi,77.2093036,28.5604449,North Indian,350,0,0,0,1,2.8,21
3933,Punjabi Tadka,New Delhi,77.2107833,28.562373,"North Indian, Chinese",500,0,1,0,2,3.1,21
3934,Rapti Chinese Food,New Delhi,77.2141542,28.5618535,Chinese,500,0,1,0,2,3.2,35
3935,Riyaz Chicken Corner,New Delhi,77.2095255,28.5603597,"Biryani, North Indian",250,0,0,0,1,3.4,74
3936,Sharda Pastry Shop,New Delhi,77.2080868,28.5509252,"Bakery, Desserts, Fast Food",150,0,0,0,1,2.8,25
3937,Southy,New Delhi,77.2056973,28.5500479,South Indian,450,0,1,0,1,3.1,175
3938,Spicy,New Delhi,77.2107781,28.5624222,"North Indian, Chinese, Fast Food",500,0,0,0,2,2.9,13
3939,Subway,New Delhi,77.2081473,28.5510151,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,2.8,87
3940,The Foodie Cafe,New Delhi,77.2039336,28.5521888,"Chinese, Fast Food",250,0,0,0,1,3.4,19
3941,Uncle's Kabab Point,New Delhi,77.2120463,28.5639463,"Fast Food, North Indian",350,0,1,0,1,3.4,59
3942,Wimpy,New Delhi,77.2039227,28.5522405,"Fast Food, Burger",350,0,0,0,1,2.6,220
3943,Zaika,New Delhi,77.2145148,28.5617035,"North Indian, Mughlai, Chinese",350,0,0,0,1,2.7,26
3944,Natural Ice Cream,New Delhi,77.2045658,28.5513376,Ice Cream,150,0,1,0,1,4.5,67
3945,Cafe 6,New Delhi,77.2084289,28.5525624,"Cafe, Fast Food, North Indian",500,0,1,0,2,3.9,406
3946,Cafe Coffee Day,New Delhi,77.2039819,28.550438,Cafe,450,0,0,0,1,3.5,35
3947,Dzukou Tribal Kitchen,New Delhi,77.208163,28.5509312,Naga,1300,1,1,0,3,3.8,145
3948,Havmor Ice Cream,New Delhi,77.2045516,28.5513546,Ice Cream,200,0,1,0,1,3.6,30
3949,Lost in Frost,New Delhi,77.2063121,28.5397438,Bakery,600,0,1,0,2,3.7,18
3950,Pink Box,New Delhi,77.2045677,28.5513909,"Bakery, Desserts",300,0,1,0,1,3.8,243
3951,Potet,New Delhi,77.2059157,28.5542453,"Fast Food, Beverages",300,0,0,0,1,3.7,23
3952,Root'd,New Delhi,77.2131207,28.5601373,"Continental, Cafe",1000,1,0,0,3,3.7,18
3953,South Cafe,New Delhi,77.2104167,28.5602363,South Indian,350,0,0,0,1,3.5,95
3954,Sri Balaji,New Delhi,77.2106438,28.5622518,"South Indian, Chinese",300,0,1,0,1,3.5,65
3955,Thalaivar,New Delhi,77.2080928,28.5509721,"South Indian, Kerala",800,0,1,0,2,3.8,49
3956,The Junction,New Delhi,77.2059313,28.5543973,"North Indian, Continental, Asian, Italian",1200,1,0,0,3,3.9,93
3957,34 Park Street Lane,New Delhi,77.2036655,28.5417943,Fast Food,200,0,0,0,1,0.0,1
3958,Adda The Spice Affair,New Delhi,77.210758,28.5623218,"North Indian, Chinese",500,0,0,0,2,0.0,0
3959,All About Food,New Delhi,77.2093815,28.5605085,North Indian,100,0,0,0,1,0.0,0
3960,Bombay Pao Bhaji,New Delhi,77.203929,28.5414504,Street Food,200,0,0,0,1,0.0,1
3961,Brown House Cafe,New Delhi,77.2099284,28.5600874,"Chinese, North Indian",250,0,0,0,1,0.0,0
3962,Chinese Hutt,New Delhi,77.2096165,28.5602665,"Chinese, Fast Food",400,0,0,0,1,0.0,3
3963,Desi Tadka,New Delhi,77.2098425,28.560245,North Indian,200,0,0,0,1,0.0,0
3964,Food Daddy,New Delhi,77.204319,28.5419041,North Indian,300,0,0,0,1,0.0,1
3965,Front Food Corner,New Delhi,77.2043423,28.5418706,North Indian,50,0,0,0,1,0.0,0
3966,Gupta's Vegetarian Paradise,New Delhi,77.2116483,28.5636313,North Indian,500,0,0,0,2,0.0,1
3967,Hot Kathi Roll,New Delhi,77.2097525,28.5601549,Fast Food,250,0,0,0,1,0.0,0
3968,House Of Chocolate,New Delhi,0.0,0.0,"Desserts, Bakery",500,0,0,0,2,0.0,2
3969,Jaisons,New Delhi,0.0,0.0,"Fast Food, Street Food",150,0,0,0,1,0.0,1
3970,Sher -E- Punjab,New Delhi,77.2081917,28.5608475,North Indian,350,0,0,0,1,0.0,0
3971,Shi Cafe,New Delhi,77.19461381,28.55510074,"Cafe, Mexican, Continental",1000,0,0,0,3,0.0,0
3972,Sri Balaji,New Delhi,77.2143271,28.5631376,"South Indian, Chinese",300,0,0,0,1,0.0,2
3973,Zaika Kathi Roll,New Delhi,77.2095383,28.5603853,Fast Food,300,0,0,0,1,0.0,3
3974,Cravity,New Delhi,77.2079154,28.5532206,"Desserts, Fast Food",350,0,0,0,1,4.0,55
3975,Little Saigon,New Delhi,77.208506,28.5514459,Vietnamese,1000,0,0,0,3,4.0,83
3976,Summer House Cafe,New Delhi,77.203809,28.5525204,"Italian, Continental",1850,1,0,0,3,4.1,1823
3977,Elf Cafe & Bar,New Delhi,77.1944778,28.5542839,"Italian, North Indian, Continental",1600,1,0,0,3,3.3,704
3978,Garage Inc.,New Delhi,77.194918,28.5538347,"Continental, American, Italian",1900,1,1,0,3,3.4,763
3979,My Bar Grill,New Delhi,77.1944373,28.5543721,"North Indian, Italian, Continental, Chinese",1200,0,0,0,3,3.3,1363
3980,Wow! Momo,New Delhi,77.194795,28.5546133,Chinese,350,0,1,0,1,3.4,491
3981,Coast Cafe,New Delhi,77.1960285,28.5545112,"Continental, Kerala",1400,1,1,0,3,4.5,1033
3982,Chaayos,New Delhi,77.1945289,28.5541711,"Cafe, Tea",400,0,1,1,1,3.9,454
3983,"Elma's Bakery, Bar, and Kitchen",New Delhi,77.1948429,28.5548297,"Continental, American, Italian, Bakery",1900,1,1,0,3,3.9,1756
3984,Fork You,New Delhi,77.194058,28.5540858,"Continental, Asian, Italian, Mediterranean, Burger",1600,1,1,0,3,3.8,1845
3985,High5 Cafe & Bar,New Delhi,77.1949328,28.5542208,"American, Continental, North Indian, Chinese",1200,1,0,0,3,3.7,379
3986,Imperfecto,New Delhi,77.1951433,28.5546859,"Mediterranean, Italian, Continental, Spanish, North Indian",1800,1,0,0,3,3.7,2247
3987,Maison Des Desserts,New Delhi,77.1941291,28.5534325,"Cafe, Desserts",1200,0,1,0,3,3.9,552
3988,Maquina,New Delhi,77.1943109,28.5540646,"Continental, Tex-Mex",1800,1,0,0,3,3.8,567
3989,Masha,New Delhi,77.1940584,28.5541496,"North Indian, Chinese, Thai, Italian, Middle Eastern",1200,1,1,0,3,3.5,384
3990,Moonshine Cafe & Bar,New Delhi,77.194159,28.5541314,"Continental, Italian",2400,0,0,0,4,3.5,884
3991,New York Slice,New Delhi,77.1941855,28.5536,"Pizza, Fast Food",800,0,1,0,2,3.7,489
3992,Out Of The Box,New Delhi,77.1944824,28.5541766,"American, North Indian, European, Asian",1800,1,0,0,3,3.7,3697
3993,Raasta,New Delhi,77.1944156,28.5541282,"Continental, Italian",2000,1,1,0,4,3.9,1878
3994,Hauz Khas Social,New Delhi,77.1944706,28.5542851,"Continental, American, Asian, North Indian",1600,1,1,0,3,4.3,7931
3995,Kunzum Travel Cafe,New Delhi,77.1943217,28.55333,Cafe,200,0,0,0,1,4.2,542
3996,Lord of the Drinks Meadow,New Delhi,77.1952737,28.5557479,"European, Chinese, North Indian, Italian",2200,1,0,0,4,4.2,278
3997,Matchbox,New Delhi,77.1941749,28.5541009,"American, British, Continental",1700,1,1,0,3,4.0,969
3998,Naivedyam,New Delhi,77.1952749,28.555157,South Indian,500,0,1,0,2,4.2,1627
3999,Rang De Basanti Urban Dhaba,New Delhi,77.195013,28.554476,North Indian,1300,1,1,0,3,4.4,541
4000,Smoke House Deli,New Delhi,77.1948582,28.5542015,"European, Italian, Cafe",1600,1,1,0,3,4.1,1199
4001,Viva Deli - Holiday Inn,New Delhi,77.122793,28.550327,Bakery,1000,0,0,0,3,3.3,30
4002,Cafe on 3 - Holiday Inn,New Delhi,77.2980406,28.5907981,"Continental, Chinese, Thai, Mediterranean",2000,1,0,0,4,3.4,174
4003,The Kylin Experience - Holiday Inn,New Delhi,77.2977869,28.5905091,"Japanese, Chinese, Asian, Thai",1800,1,1,0,3,3.7,128
4004,Thugs - Hotel Broadway,New Delhi,77.2379557,28.6409625,Finger Food,1100,0,0,0,3,3.4,72
4005,Chor Bizarre - Hotel Broadway,New Delhi,77.2378659,28.6410435,"North Indian, Kashmiri, Chinese, Thai, Korean",2000,1,0,0,4,3.9,295
4006,Opium Bar - Hotel City Park,New Delhi,77.1430501,28.7056604,"Finger Food, North Indian, Chinese",2000,1,0,0,4,2.8,19
4007,Yellow Mirchi - Hotel City Park,New Delhi,77.1432187,28.7057393,North Indian,2500,1,0,0,4,3.9,259
4008,Curry Capital - Hotel Classic Diplomat,New Delhi,77.1261797,28.5476562,"North Indian, Continental, South Indian, Chinese",1000,1,0,0,3,0.0,1
4009,Viceroy Bar - Hotel Classic Diplomat,New Delhi,77.1259999,28.5479078,North Indian,800,1,0,0,2,0.0,0
4010,Cafe Regent,New Delhi,77.1729864,28.6430365,Cafe,700,0,0,0,2,3.0,7
4011,The Grand Kitchen,New Delhi,77.1729982,28.6430256,"North Indian, Chinese",800,1,0,0,2,0.0,1
4012,Lutyen's - Hotel The Royal Plaza,New Delhi,77.2170282,28.6212265,"Continental, North Indian, Italian",3000,1,0,0,4,3.3,95
4013,Onyx Bar - Hotel The Royal Plaza,New Delhi,77.2170731,28.6212756,"Continental, Chinese, Japanese, North Indian, Thai",2500,1,0,0,4,3.0,19
4014,SKY Lounge Bar & Grill - Hotel The Royal Plaza,New Delhi,77.2170731,28.6212756,Finger Food,2500,1,0,0,4,3.4,265
4015,Jasmine - Hotel The Royal Plaza,New Delhi,77.2170731,28.6212756,"Seafood, Chinese, Japanese, Sushi, Thai",4000,1,0,0,4,3.7,44
4016,Lord William Tea Lounge - Hotel The Royal Plaza,New Delhi,77.216908,28.6212322,Cafe,2500,0,0,0,4,3.6,38
4017,Royal Brewery Bistro,New Delhi,77.2170282,28.6213161,"Finger Food, Italian",2000,1,0,0,4,3.5,14
4018,Cafe - Hyatt Regency,New Delhi,77.185331,28.56904,"Cafe, Continental, North Indian",3500,1,0,0,4,3.6,261
4019,La Piazza - Hyatt Regency,New Delhi,77.185331,28.56904,Italian,4500,1,0,0,4,3.9,410
4020,Polo Lounge - Hyatt Regency,New Delhi,77.185331,28.56904,Finger Food,2500,1,0,0,4,3.6,49
4021,Sidewalk - Hyatt Regency,New Delhi,77.185331,28.56904,"Bakery, Cafe",1000,0,0,0,3,3.8,79
4022,T.K'S Oriental Grill - Hyatt Regency,New Delhi,77.185331,28.56904,"Japanese, Thai, Sushi",4000,1,0,0,4,3.9,290
4023,China Kitchen - Hyatt Regency,New Delhi,77.185331,28.56904,Chinese,4500,1,0,0,4,4.0,424
4024,The Hub -  ibis New Delhi,New Delhi,77.123127,28.551398,North Indian,1500,1,0,0,3,3.1,9
4025,Frugurpop-  ibis New Delhi,New Delhi,0.0,0.0,"Ice Cream, Desserts",300,0,0,0,1,0.0,0
4026,Baked and Wrapped,New Delhi,77.2093928,28.5780214,"Bakery, Desserts",500,0,0,0,2,3.1,5
4027,M.D. Kitchen,New Delhi,77.2100616,28.5783748,"North Indian, Mughlai, Chinese, South Indian",600,0,1,0,2,2.6,30
4028,Kerala Hotel,New Delhi,77.2100216,28.5739586,"Kerala, Biryani",400,0,0,0,1,3.9,108
4029,New Classic Kitchen,New Delhi,77.2095724,28.5780386,"Chinese, Fast Food",300,0,0,0,1,0.0,0
4030,M.P. Canteen,New Delhi,77.198618,28.607967,"South Indian, North Indian, Chinese, Mughlai",350,0,0,0,1,3.1,13
4031,Mysore Cafe,New Delhi,77.2014634,28.6083918,South Indian,200,0,0,0,1,3.2,12
4032,Maharashtra Sadan,New Delhi,77.2296031,28.6184829,"North Indian, Maharashtrian",300,0,0,0,1,3.8,266
4033,Kashmiri Hills Wazwan,New Delhi,0.0,0.0,Kashmiri,300,0,0,0,1,0.0,1
4034,Mirch Masala Restaurant,New Delhi,77.1981633,28.6086732,North Indian,400,0,0,0,1,0.0,0
4035,Shree Rathnam,New Delhi,77.2211555,28.6083206,"South Indian, North Indian, Chinese",800,0,0,0,2,0.0,3
4036,Abhishek Restaurant,New Delhi,77.3016535,28.6307448,"North Indian, Chinese",400,0,0,0,1,2.9,36
4037,AL Maroosh,New Delhi,77.2933535,28.6221018,"North Indian, Mughlai, Chinese",500,0,0,0,2,2.8,20
4038,Ambarsari Kababs & Curries,New Delhi,77.3027284,28.6332414,"North Indian, Chinese",400,0,0,0,1,3.0,4
4039,Ambrosia - The Golden Palms Hotel,New Delhi,77.3061495,28.6310189,"North Indian, Continental",1500,1,0,0,3,2.8,68
4040,Bala's Kitchen,New Delhi,77.3062105,28.6311765,South Indian,300,0,0,0,1,2.9,4
4041,Cafe Meadows,New Delhi,77.2995552,28.6360907,"Fast Food, Desserts",200,0,0,0,1,3.1,26
4042,Dee The Baker,New Delhi,77.3089444,28.6281517,Bakery,300,0,1,0,1,3.4,11
4043,Dilli Darbaar,New Delhi,77.3043502,28.6360024,Street Food,100,0,0,0,1,3.1,18
4044,Finger Licious,New Delhi,77.3056876,28.6362503,"Bakery, Fast Food",200,0,1,0,1,3.2,137
4045,Garden Hut,New Delhi,77.3059907,28.6306439,Chinese,450,0,0,0,1,2.7,8
4046,Hari Mirch Masala,New Delhi,77.3031004,28.6360078,"North Indian, Chinese",350,0,1,0,1,2.8,101
4047,Kamal's,New Delhi,77.3031053,28.6351912,"North Indian, South Indian, Chinese, Fast Food",550,0,1,0,2,2.8,103
4048,Kocktails & Kurries,New Delhi,77.3089888,28.6280802,"North Indian, Chinese",950,1,1,0,2,3.1,94
4049,Madras Cafe,New Delhi,77.3032993,28.6355354,South Indian,150,0,0,0,1,3.2,22
4050,Mahalaxmi Dairy & Sweets,New Delhi,77.3039947,28.6348977,"Mithai, Street Food",100,0,0,0,1,2.6,16
4051,Meet n Eat,New Delhi,77.3082609,28.6282279,"North Indian, Fast Food, Chinese",450,0,0,0,1,2.7,56
4052,Punjabi Mirchi,New Delhi,77.3028343,28.6335406,"North Indian, Mughlai, Chinese",650,0,0,0,2,3.3,49
4053,The Garam Masala,New Delhi,77.3079824,28.627967,"North Indian, Chinese",400,0,1,0,1,3.4,60
4054,Unique Pastry Shop,New Delhi,77.3035124,28.6349194,Bakery,200,0,1,0,1,3.4,86
4055,Vaishno Amritsari Dhaba,New Delhi,77.307845,28.6278421,North Indian,350,0,1,0,1,3.2,51
4056,Zara Restaurant,New Delhi,77.2919552,28.6220862,"North Indian, Mughlai",400,0,1,0,1,3.3,24
4057,Bhatia Sweets,New Delhi,77.305996,28.630711,"Mithai, South Indian, Street Food",150,0,0,0,1,3.5,97
4058,De Cafepedia,New Delhi,77.3030936,28.6360258,"Fast Food, Chinese",250,0,1,0,1,3.5,60
4059,Icy Curls,New Delhi,77.3037739,28.634931,"Desserts, Ice Cream",300,0,1,0,1,3.7,25
4060,Chakhna,New Delhi,77.3012262,28.6308689,"North Indian, Chinese",400,0,1,0,1,0.0,3
4061,Choco-House Chocolatiers,New Delhi,0.0,0.0,Desserts,500,0,0,0,2,0.0,0
4062,D Brown Affairs,New Delhi,77.2995024,28.6362246,"Bakery, Desserts",300,0,0,0,1,0.0,0
4063,Daya Sagar,New Delhi,77.2974464,28.6346331,"North Indian, Chinese, Mughlai",400,0,0,0,1,0.0,0
4064,Food Code 99,New Delhi,77.3011496,28.6274039,"Chinese, South Indian, Fast Food",300,0,0,0,1,0.0,1
4065,Foodie Singh,New Delhi,77.2990042,28.6336787,North Indian,500,0,0,0,2,0.0,3
4066,Gluten Free by Deepika,New Delhi,0.0,0.0,"Bakery, Healthy Food",350,0,0,0,1,0.0,0
